index	start	end	type	filename	description
1	0:00	0:04	char	0-00.jpg	the same man at a desk looking thoughtful, a wobbly wall calendar showing "64" crossed out and "45" circled beside him
2	0:04	0:06	char	0-04.jpg	the same man holding open a binder labeled "PLAYBOOK" and pointing at it
3	0:06	0:10	obj	0-06.jpg	a wobbly checklist titled "8 SIGNS" with eight ticked checkboxes
4	0:10	0:12	char	0-10.jpg	the same man pointing forward eagerly, a wobbly hand-drawn word "LET'S GO"
5	0:12	0:14	obj	0-12.jpg	a big wobbly "#1" with hand-drawn text "KNOW YOUR NUMBER"
6	0:14	0:18	char	0-14.jpg	the same man shrugging at a fuzzy thought bubble reading "~$1,000,000?" with a question mark
7	0:18	0:21	char	0-18.jpg	the same man holding a magnifying glass over a spending tracker with receipts
8	0:21	0:23	obj	0-21.jpg	a hand-drawn budget ledger with rows of numbers being built up from the ground
9	0:23	0:28	obj	0-23.jpg	a big dollar-sign gear turning, a wobbly label "MONEY WORKING FOR YOU"
10	0:29	0:32	char	0-29.jpg	the same man staring obsessively at a big target labeled "MY NUMBER"
11	0:32	0:37	char	0-32.jpg	the same man at a whiteboard revising and refining a number, arrows and figures
12	0:37	0:44	char	0-37.jpg	the same man at a giant calculator adding up life costs, an arrow pointing to a target
13	0:44	0:49	obj	0-44.jpg	the word "DREAM" crossed out and the word "PLAN" stamped with a checkmark
14	0:49	0:54	char	0-49.jpg	the same man pointing down at a comment box that reads "NUMBER"
15	0:54	0:58	char	0-54.jpg	the same man with a speech bubble and two chat bubbles, a wobbly label "CONVERSATION"
16	0:58	1:02	obj	0-58.jpg	a big wobbly "#2" with hand-drawn text "SAVE AGGRESSIVELY ON PURPOSE"
17	1:02	1:07	char	1-02.jpg	the same man holding only a few leftover coins at the end of a month calendar, label "LEFTOVERS"
18	1:07	1:10	char	1-07.jpg	the same man flipping a big arrow completely upside down
19	1:10	1:15	char	1-10.jpg	the same man dropping money into a "SAVE FIRST" jar through a gear, living on the small rest
20	1:15	1:20	obj	1-15.jpg	a savings-rate dial/gauge pointing very high, a wobbly label "EXTREME?"
