1	00:00	00:03	char	fa626a92-eea6-4363-82c0-3fb6f8d32b0d
2	00:03	00:05	char	f82c335d-208f-4d45-a77e-04695b0dfd2c
3	00:05	00:08	obj	9736d53a-caab-40d5-8bf8-113db709fc82
4	00:08	00:11	obj	5d746e17-0dfe-4d47-a0a3-89f35db47d8a
5	00:11	00:13	obj	6ea4e7e8-d0e5-46a2-a416-d673e7b583d8
6	00:13	00:15	char	760ed513-ac6c-461e-ab48-f09fc06c2cd1
7	00:15	00:20	char	af82a972-7003-417b-90b3-9d83b3692c1a
8	00:20	00:26	obj	5b949dd6-0079-4fb6-8a97-6b35fe22bc7b
9	00:26	00:30	char	01072f7b-53a5-4b02-a0ee-a9e4460497ac
10	00:30	00:36	obj	1c820016-433a-4398-9c8e-281223318e94
11	00:36	00:44	char	144b731e-244e-48f0-a854-16e5a8920fdd
12	00:44	00:48	char	5e9867c0-de7e-4a30-be58-0c001befc4fc
13	00:48	00:53	obj	1d2e6468-9bd3-4223-a041-616821858c60
14	00:53	00:58	char	1a574e43-d41d-4c86-9c17-9be414f13acf
15	00:58	01:03	obj	36150991-9c77-4ef0-a616-184e25e0d1dd
16	01:03	01:11	obj	87d06e6f-3efb-44c7-8c32-bea3fbfcced4
17	01:11	01:18	obj	dc71eb70-e1a2-4bc0-ab39-80a444b3ccbe
18	01:18	01:22	obj	218af0fb-d4e4-45cc-9615-e5496162d118
19	01:22	01:29	obj	a72b7719-1326-4eeb-a20a-1a57a9ffd6b9
20	01:29	01:36	char	c14c4a7c-8f0b-414c-9cf6-6e57d9d69bf3
21	01:36	01:41	obj	3e55e494-4a66-4c1b-8511-409de5b58d52
23	01:45	01:54	char	fc0b4918-89f1-414a-931b-8ae26faea48a
22	01:41	01:45	obj	c44a0f47-4e93-4009-84af-0bdc07532459
24	01:54	02:00	obj	20bf8943-adae-4879-bea8-f277dbe0b120
25	02:00	02:09	obj	861330dd-49db-465d-9759-de868e2e4987
26	02:09	02:13	obj	131d1b08-fc0b-4d39-adec-9e7b74dae8ac
27	02:13	02:19	char	d8df0204-85f0-446c-97e1-eab9a1f94b9a
28	02:19	02:23	obj	fb2c5e3b-f55a-44de-a087-be669a455c9b
29	02:23	02:29	char	37f34176-db91-4224-a52f-b97f4671004e
30	02:29	02:35	obj	1536333d-d2c2-44eb-a6e9-41c04a6828f6
31	02:35	02:42	obj	a2f3621b-2f34-4bf7-8113-122118985bec
32	02:42	02:47	char	4936adca-659b-422e-98bc-ec62338cd1f9
33	02:47	02:53	obj	3a65f4b3-2898-4050-a88a-246d52c86a9d
34	02:53	03:00	char	7f8c8b71-86af-4a87-9be7-cce8328340f4
35	03:00	03:06	char	c3ffe018-ef2b-46ef-b351-dba037d03045
36	03:06	03:13	obj	7977c149-14a9-4b6d-9b9a-4b2fd215eb7e
37	03:13	03:36	char	b37f9b42-dad1-40de-b75a-20471471ffe1
38	03:36	03:44	obj	5a0936da-2406-4796-932b-40369fa16898
39	03:44	03:55	obj	35e4d189-47b5-4f13-addc-3b5188398de1
40	03:55	04:04	obj	108f9d0a-0a2f-4378-b597-a1b3a7d625bd
41	04:04	04:08	char	fbb2606a-b16e-458f-b0ef-8b3d0919cd7d
42	04:08	04:14	obj	53b77027-dc7e-4c98-8437-2e1727c1e0ae
43	04:14	04:22	obj	834c8a0e-1566-4175-a1c6-2c38f089a127
44	04:22	04:27	char	25f1ce55-b8bc-4026-bea0-1753a82f2315
45	04:27	04:34	obj	a35f51c4-46d8-4de7-ac44-6b03f9a634c5
46	04:34	04:37	char	288df9b4-a973-4013-a15f-8f35cda8ad6b
47	04:37	04:39	char	2c5fd7a3-5b1d-4428-9add-8db2499b4820
48	04:39	04:43	obj	99b75570-924b-4ae6-b653-72ef7d81e058
49	04:43	04:48	obj	79901745-1c09-4bb2-944c-a8fa80d517da
50	04:48	04:54	obj	a1cf198f-afd3-4c71-ac7a-47e275572afe
51	04:55	04:58	char	1b33bfe3-bdb5-4836-9079-c9c662b160ed
52	04:58	05:01	obj	61fdb2a2-847e-4a92-aeba-2ac97029d8cb
53	05:01	05:03	obj	b3ae2139-f85a-41c0-bdda-c3e859c9c5a7
54	05:03	05:06	obj	17b905d1-35c7-4f39-afd7-946957afd6dd
55	05:06	05:08	char	fe86ccc9-65d4-49c3-b74a-63ba7aa69bc7
56	05:08	05:09	char	7f263037-10fb-4117-9923-899516503eff
57	05:09	05:18	obj	9c5a868b-138a-4107-b36c-6d1d9e2a8986
58	05:19	05:22	char	7151c6ae-73e5-4915-bf78-883da91b38ed
59	05:22	05:26	obj	e32b2fb0-ce48-4366-86d0-b4f913415ef6
60	05:26	05:33	char	f9c9acee-27ad-4df2-9319-a2774f2b1c4f
61	05:33	05:35	char	0b136ca4-081f-42f8-8573-c44d6d60c473
62	05:35	05:38	obj	b7667a5c-1741-4e24-ad89-63931f2f088a
63	05:38	05:42	obj	29808479-061b-4304-83cc-ad5bbd657a9d
64	05:43	05:47	char	fc474dc7-31b5-4c87-8e47-cb85baff7fdc
65	05:47	05:56	char	29850d33-2cfa-4ed1-9edb-8700f1602cb1
66	05:56	06:05	char	fd859cef-a199-4660-bd85-4d87cfd151a0
67	06:05	06:09	obj	b57084b7-8bd7-49bd-9531-ef866518f6c5
68	06:09	06:16	obj	3106f1ce-53a8-41a0-a694-dd39a4a34ba0
69	06:16	06:21	obj	1912a949-1123-4cf3-9a90-17bccc7f961e
70	06:21	06:30	obj	8c9eef03-01bc-4459-b372-68a1b893e352
71	06:30	06:34	obj	11b987cf-6838-4434-ae75-e3e79a7e3122
72	06:34	06:42	obj	9b0e3d1e-c291-4bbf-947f-57058ee0da39
73	06:42	06:49	obj	2ef12fff-cb75-441b-9d32-e858d0146c68
74	06:49	06:53	char	a19b2f51-8172-4a72-8e71-388a1f55e7e0
75	06:53	06:59	obj	74ef4914-75e2-4f2e-a6b5-14edb2f7969c
76	06:59	07:05	char	db5a744c-eb7a-4bd2-a328-885d7cf04793
77	07:05	07:11	char	95aab527-dcb6-4a7a-a6d1-629f07e0ca43
78	07:11	07:15	obj	57421b9e-4c3b-4b1b-894a-b3429d9953aa
79	07:15	07:18	obj	e8a6cba0-6342-4c70-a806-3b995d8de8f9
80	07:18	07:22	obj	c68c469f-d9d8-4edb-b88e-d4e5309c7abf
81	07:22	07:27	obj	57a34bcc-bfb0-47b9-a32f-c6f0424f1f78
82	07:27	07:33	obj	f04905dd-0e46-40ce-8857-fb49f90ae28b
83	07:33	07:41	obj	17389585-c0bd-4450-a1a6-91356f8cb35e
84	07:41	07:52	char	7d5ffe7e-df5f-4a5d-98df-727e650d1a70
85	07:53	07:56	obj	51eb41b1-63d9-4366-b7cd-c2fb06410033
86	07:56	08:00	obj	b8e3fc94-030c-4212-b81c-7591d36a9ad7
87	08:00	08:03	obj	67d6fd20-f2ba-4317-b2af-0695e9fe30b9
88	08:03	08:17	char	65d7957f-8e90-4777-a9b6-79a000ef14ae
89	08:17	08:21	char	f2abf2b8-8b6b-4978-9959-05d65d3d3881
90	08:21	08:26	char	379f67bd-7379-46cf-8023-b322e1dfd615
91	08:26	08:28	char	e72bd14e-126b-4b83-8b04-7999d63f1001
92	08:28	08:30	char	ec2bb4c1-c2fa-4f26-905d-952bf3b027ee
93	08:31	08:34	char	7e7d0893-bcb4-47c3-8a04-de320fa0a6f7
94	08:34	08:42	obj	c6a0b535-43ca-4ebf-a020-a2ae038dccce
95	08:42	08:48	obj	8d6d0866-0506-4e14-8187-66df343985ec
96	08:48	08:50	char	86b3ee29-bc1a-448a-967c-b7b0b91cf2d4
