1	00:00	00:02	pro	bc41f039-4a44-4165-ab04-defb2e08eb26
2	00:02	00:04	pro	9539efe6-39c4-434e-84b8-0f75fb6ffeb3
3	00:04	00:06	pro	b461e5b0-b709-4129-9c87-5e4f59771c84
4	00:06	00:08	pro	a3e20dbf-0930-434a-9453-34c55f3eeadd
5	00:08	00:11	pro	079c0c9b-ec22-4105-b720-c2d53234b745
6	00:11	00:13	pro	76ec549f-43bf-4308-8fa6-f7a7f3b8b852
7	00:13	00:15	cheap	fe96b46d-cbc8-4867-aa2f-22a4dfab7ce8
8	00:15	00:17	cheap	7a25a02c-ac85-45d8-bbda-5168f81eedb3
9	00:17	00:21	pro	50359148-d1bb-4bb0-b560-18ad9c8c57ba
10	00:21	00:22	cheap	aa74e1ac-ecb3-447e-81b4-ef77d9f14e5f
11	00:22	00:24	cheap	42eae8e0-539e-48f9-bacb-84e94216ae66
12	00:24	00:27	pro	0fd54592-9660-4c75-9e1b-f423acd32d96
13	00:28	00:32	pro	2ea7536e-9dc0-4441-929d-ab8956ca78f4
14	00:32	00:36	cheap	4f851cea-4261-4970-b00d-4fe3999bb001
15	00:36	00:37	cheap	793f79c1-b567-4ee7-ab13-405494bbd014
16	00:37	00:39	cheap	ca9edda0-5c88-4770-8f13-0754d32e3f99
17	00:39	00:44	pro	440e5d4d-42fa-44a4-bdd8-e2b99a856fe2
18	00:44	00:45	pro	6f76d6b2-ca68-49a3-ba8e-9b412b5c9c4a
19	00:45	00:47	pro	70892157-11b7-4882-96c1-b47037426df4
20	00:47	00:50	pro	d24c09ff-715c-431e-933b-03bbc1407bbb
21	00:50	00:55	pro	7026008d-2e6b-463d-b6ce-3706ed6e139b
22	00:55	00:58	pro	62757a36-652a-49e1-b014-be563ee837c1
23	00:58	01:07	cheap	591d1292-af9d-4ee2-a119-42500c1781be
24	01:07	01:08	pro	11166870-c79d-49e5-bde9-40133d599a9f
25	01:08	01:12	pro	20296963-2a2b-4a9a-a6a9-6e4f49109a3b
26	01:12	01:17	pro	c0d11217-e7e3-46cb-bf2e-a67cdc3640bd
27	01:17	01:18	pro	b2a87f82-1632-4263-868f-8ebdead35c44
28	01:18	01:19	pro	d4da34da-cb5a-4c8e-b731-c815d86be25c
29	01:19	01:20	cheap	dfd54582-357b-4307-93b5-9f50962595e2
30	01:20	01:21	cheap	b5bfb137-5819-4c04-992a-9fd3b0659bb9
31	01:21	01:22	cheap	7eb81e9e-7de6-4dbe-a198-0c052509847d
32	01:22	01:25	cheap	27128920-f72c-4a33-ab31-5d889a49067c
33	01:25	01:31	pro	a6985039-3db6-4e74-b511-80fcce8c7961
34	01:31	01:36	pro	c5e24af3-b1e7-42f6-9dab-c3f7fd062911
35	01:36	01:38	pro	f65bb25e-4acd-4bc0-9564-1a73072d1d38
36	01:39	01:48	cheap	68d75a21-2583-4dfe-ac1e-0805ac05f91a
37	01:48	01:57	cheap	96817d4e-dd64-4243-a67b-bd1c06a78632
38	01:57	02:03	pro	770da2c8-dfc9-443d-a72e-685895e9e270
39	02:03	02:07	pro	009d2e93-c3ca-43f6-9fb1-77e5614a73de
40	02:07	02:12	pro	8136f427-6bb4-4c85-a958-f65764e7e401
41	02:12	02:21	cheap	c7775e27-f140-4b67-894c-521770d88849
42	02:22	02:29	pro	b01f1e1e-de64-4139-92c8-eb6fdd31f6ac
43	02:29	02:35	cheap	c93a8b56-8087-47ff-b97b-7fe4ac69b3ed
44	02:35	02:42	cheap	b85baa17-4fa5-48fc-b1dd-d57582ad2df3
45	02:42	02:49	pro	9956f816-76d1-4afe-825c-9c0e83c54861
46	02:49	02:52	pro	097b10ea-7464-4436-b280-c9d26e5a0654
47	02:53	03:00	pro	dfd51994-c713-4b79-9bc4-3945675c1193
48	03:00	03:06	pro	0cef4ec0-fda0-4e71-b9ee-f3903ad83f8d
49	03:06	03:12	pro	bf07b2f8-9431-49ff-95f0-508dc0eb3b4f
50	03:13	03:20	pro	1191103e-78b1-47c6-aeb9-239731e3690a
51	03:20	03:24	pro	50cad416-d97e-49ba-8c07-c73a8de8d035
52	03:24	03:27	pro	dac98f56-60b4-4cc8-8fe9-3a0f55fa8f4e
53	03:27	03:32	cheap	104fb6f3-d56f-47fb-9675-56fe375e6fba
54	03:32	03:34	cheap	9c77605f-b166-4bb2-af03-731b1df8614e
55	03:34	03:40	pro	2d6806d1-1332-4ea1-a63b-65bf87845b16
56	03:40	03:42	pro	37140639-a33d-4263-84d6-b4cb22f51b82
57	03:42	03:46	pro	0e699327-d460-4242-a5d6-1bae1e3da824
58	03:46	03:56	pro	338a88d8-d4a7-48c5-ab0f-2acd95007f3e
59	03:56	04:00	cheap	16caa38c-c91b-44ed-864e-b6d323f3fc2e
60	04:00	04:04	pro	44091b60-c3f2-4254-a828-48542cbc8fb2
61	04:04	04:07	pro	bd376c4a-d815-4223-b89c-98518776f362
62	04:07	04:11	pro	f9fb7d38-2e31-418c-ac95-38b7fd711718
63	04:11	04:17	pro	65e92561-7887-4106-85a5-f865cc853104
64	04:17	04:27	pro	b0a9ba53-387e-4fdb-9529-83ebf07c0708
65	04:27	04:37	cheap	7e5e22d4-d2aa-478a-888a-922ac24bc165
66	04:37	04:45	cheap	37eb6d63-8159-4885-9dc8-11e30ead77bb
67	04:45	04:47	pro	f033fc3c-680a-45db-b9b1-de9be08b28d4
68	04:48	04:56	pro	0f7a8d3e-7752-459e-acdb-75824b7c8fd3
69	04:56	05:05	pro	41f953e8-694f-43ba-a5a0-ecc30eced53f
70	05:05	05:10	cheap	1dbbe712-0b31-45ae-abb5-aec26de9969e
71	05:10	05:14	pro	fc954d84-0dd3-46f0-920c-c3a1bf5e5206
72	05:14	05:17	cheap	260d03c0-4a7a-476d-aba0-c6ec92ed88fb
73	05:17	05:21	pro	b23eb18d-9ccc-49b6-9e72-56019cefa2fb
74	05:21	05:33	pro	ec50a757-4fdf-413c-9bd0-d69936b8b711
75	05:33	05:38	pro	574fd091-43a5-428a-9abf-e0a1d14dd6a3
76	05:38	05:45	pro	498067dc-ee7a-4032-9c83-56b87af2be53
77	05:45	05:49	cheap	da383c9c-8273-4b2f-adc5-2a63a9c9c5c0
78	05:49	05:56	pro	6417e370-9ad3-4d31-b00f-a528347098c2
79	05:56	06:01	pro	47c00614-f246-4739-887f-7d3fd162f2d0
80	06:01	06:05	pro	906ee2b0-a395-438d-ac45-e3426da33cef
81	06:05	06:07	pro	b732cd4d-3b26-465e-9307-b7d49748d9b6
82	06:07	06:09	pro	a9de3033-47fa-4842-ba24-4b7d057a0904
83	06:09	06:16	pro	29c60f53-0a29-4fea-84f7-0aed8bf43c6b
84	06:16	06:18	cheap	2d7de46f-071c-4472-86f7-38073574c602
85	06:18	06:19	cheap	0318234b-10b6-40e3-aada-34497215fccc
86	06:19	06:23	pro	7d5ee35d-e840-47b8-9af4-91ccc472afa0
87	06:23	06:25	pro	97787bd9-1724-47ba-836d-50ad79391b69
